11.6099 	WARNING 	Couldn't measure a consistent frame rate!
14.0932 	EXP 	Created immediate_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='immediate_text', opacity=1.0, ori=0.0, pos=array([-0.4,  0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.0933 	EXP 	window1: mouseVisible = True
14.0946 	EXP 	Created delay_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='delay_text', opacity=1.0, ori=0.0, pos=array([0.4, 0. ]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.0947 	EXP 	window1: mouseVisible = True
14.1069 	EXP 	Created which_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='which_text', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='Which would you prefer?', units='height', win=Window(...), wrapWidth=1)
14.1071 	EXP 	window1: mouseVisible = True
14.1110 	EXP 	Created or_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='or_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='OR', units='height', win=Window(...), wrapWidth=1)
0.0208 	EXP 	window1: mouseVisible = True
0.0429 	EXP 	Created instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instruction_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.2)
0.0558 	WARNING 	t of last frame was 35.47ms (=1/28)
1.0298 	DATA 	Keypress: space
1.0309 	EXP 	window1: mouseVisible = True
1.0406 	EXP 	Created block_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='block_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.2)
1.0460 	WARNING 	t of last frame was 990.18ms (=1/1)
1.6201 	DATA 	Keypress: space
1.6265 	EXP 	Created sequence: random, trialTypes=1, nReps=9, seed=None
1.6271 	EXP 	New trial (rep=0, index=0): None
1.6489 	WARNING 	t of last frame was 602.94ms (=1/1)
1.6489 	EXP 	immediate_text: font = 'Times New Roman'
1.6489 	EXP 	immediate_text: italic = False
1.6489 	EXP 	delay_text: font = 'Times New Roman'
1.6489 	EXP 	delay_text: italic = False
1.6489 	EXP 	immediate_text: autoDraw = True
1.6489 	EXP 	delay_text: autoDraw = True
1.6489 	EXP 	which_text: autoDraw = True
1.6489 	EXP 	or_text: autoDraw = True
1.7162 	WARNING 	t of last frame was 24.25ms (=1/41)
1.7998 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
9.2675 	DATA 	Keypress: 1
9.2769 	EXP 	immediate_text: autoDraw = False
9.2769 	EXP 	delay_text: autoDraw = False
9.2769 	EXP 	which_text: autoDraw = False
9.2769 	EXP 	or_text: autoDraw = False
9.2769 	EXP 	immediate_text: font = 'Times New Roman'
9.2769 	EXP 	immediate_text: italic = True
9.2769 	EXP 	delay_text: font = 'Times New Roman'
9.2769 	EXP 	delay_text: italic = False
9.2769 	EXP 	immediate_text: height = 0.05
9.2769 	EXP 	immediate_text: height = 0.05
9.2769 	EXP 	immediate_text: height = 0.05
9.2769 	EXP 	immediate_text: text = '$200 now\n(1)'
9.2769 	EXP 	delay_text: height = 0.05
9.2769 	EXP 	delay_text: height = 0.05
9.2769 	EXP 	delay_text: height = 0.05
9.2769 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
10.2780 	EXP 	New trial (rep=1, index=0): None
10.2937 	EXP 	immediate_text: font = 'Times New Roman'
10.2937 	EXP 	immediate_text: italic = False
10.2937 	EXP 	delay_text: font = 'Times New Roman'
10.2937 	EXP 	delay_text: italic = False
10.2937 	EXP 	immediate_text: font = 'Times New Roman'
10.2937 	EXP 	immediate_text: italic = False
10.2937 	EXP 	delay_text: font = 'Times New Roman'
10.2937 	EXP 	delay_text: italic = False
10.2937 	EXP 	immediate_text: autoDraw = True
10.2937 	EXP 	delay_text: autoDraw = True
10.2937 	EXP 	which_text: autoDraw = True
10.2937 	EXP 	or_text: autoDraw = True
10.2937 	EXP 	delay_text: height = 0.05
10.2937 	EXP 	delay_text: height = 0.05
10.2937 	EXP 	delay_text: height = 0.05
10.2937 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
10.6793 	DATA 	Keypress: 1
10.6835 	EXP 	immediate_text: autoDraw = False
10.6835 	EXP 	delay_text: autoDraw = False
10.6835 	EXP 	which_text: autoDraw = False
10.6835 	EXP 	or_text: autoDraw = False
10.6835 	EXP 	immediate_text: font = 'Times New Roman'
10.6835 	EXP 	immediate_text: italic = True
10.6835 	EXP 	delay_text: font = 'Times New Roman'
10.6835 	EXP 	delay_text: italic = False
10.6835 	EXP 	immediate_text: height = 0.05
10.6835 	EXP 	immediate_text: height = 0.05
10.6835 	EXP 	immediate_text: height = 0.05
10.6835 	EXP 	immediate_text: text = '$100.0 now\n(1)'
10.6835 	EXP 	delay_text: height = 0.05
10.6835 	EXP 	delay_text: height = 0.05
10.6835 	EXP 	delay_text: height = 0.05
10.6835 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
11.6843 	EXP 	New trial (rep=2, index=0): None
11.7005 	EXP 	immediate_text: font = 'Times New Roman'
11.7005 	EXP 	immediate_text: italic = False
11.7005 	EXP 	delay_text: font = 'Times New Roman'
11.7005 	EXP 	delay_text: italic = False
11.7005 	EXP 	immediate_text: font = 'Times New Roman'
11.7005 	EXP 	immediate_text: italic = False
11.7005 	EXP 	delay_text: font = 'Times New Roman'
11.7005 	EXP 	delay_text: italic = False
11.7005 	EXP 	immediate_text: autoDraw = True
11.7005 	EXP 	delay_text: autoDraw = True
11.7005 	EXP 	which_text: autoDraw = True
11.7005 	EXP 	or_text: autoDraw = True
11.7005 	EXP 	delay_text: height = 0.05
11.7005 	EXP 	delay_text: height = 0.05
11.7005 	EXP 	delay_text: height = 0.05
11.7005 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
32.3851 	DATA 	Keypress: 1
32.3900 	EXP 	immediate_text: autoDraw = False
32.3900 	EXP 	delay_text: autoDraw = False
32.3900 	EXP 	which_text: autoDraw = False
32.3900 	EXP 	or_text: autoDraw = False
32.3900 	EXP 	immediate_text: font = 'Times New Roman'
32.3900 	EXP 	immediate_text: italic = True
32.3900 	EXP 	delay_text: font = 'Times New Roman'
32.3900 	EXP 	delay_text: italic = False
32.3900 	EXP 	immediate_text: height = 0.05
32.3900 	EXP 	immediate_text: height = 0.05
32.3900 	EXP 	immediate_text: height = 0.05
32.3900 	EXP 	immediate_text: text = '$50.0 now\n(1)'
32.3900 	EXP 	delay_text: height = 0.05
32.3900 	EXP 	delay_text: height = 0.05
32.3900 	EXP 	delay_text: height = 0.05
32.3900 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
33.3911 	EXP 	New trial (rep=3, index=0): None
33.4089 	EXP 	immediate_text: font = 'Times New Roman'
33.4089 	EXP 	immediate_text: italic = False
33.4089 	EXP 	delay_text: font = 'Times New Roman'
33.4089 	EXP 	delay_text: italic = False
33.4089 	EXP 	immediate_text: font = 'Times New Roman'
33.4089 	EXP 	immediate_text: italic = False
33.4089 	EXP 	delay_text: font = 'Times New Roman'
33.4089 	EXP 	delay_text: italic = False
33.4089 	EXP 	immediate_text: autoDraw = True
33.4089 	EXP 	delay_text: autoDraw = True
33.4089 	EXP 	which_text: autoDraw = True
33.4089 	EXP 	or_text: autoDraw = True
33.4089 	EXP 	delay_text: height = 0.05
33.4089 	EXP 	delay_text: height = 0.05
33.4089 	EXP 	delay_text: height = 0.05
33.4089 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
35.9492 	DATA 	Keypress: 1
35.9539 	EXP 	immediate_text: autoDraw = False
35.9539 	EXP 	delay_text: autoDraw = False
35.9539 	EXP 	which_text: autoDraw = False
35.9539 	EXP 	or_text: autoDraw = False
35.9539 	EXP 	immediate_text: font = 'Times New Roman'
35.9539 	EXP 	immediate_text: italic = True
35.9539 	EXP 	delay_text: font = 'Times New Roman'
35.9539 	EXP 	delay_text: italic = False
35.9539 	EXP 	immediate_text: height = 0.05
35.9539 	EXP 	immediate_text: height = 0.05
35.9539 	EXP 	immediate_text: height = 0.05
35.9539 	EXP 	immediate_text: text = '$25.0 now\n(1)'
35.9539 	EXP 	delay_text: height = 0.05
35.9539 	EXP 	delay_text: height = 0.05
35.9539 	EXP 	delay_text: height = 0.05
35.9539 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
36.9552 	EXP 	New trial (rep=4, index=0): None
36.9707 	EXP 	immediate_text: font = 'Times New Roman'
36.9707 	EXP 	immediate_text: italic = False
36.9707 	EXP 	delay_text: font = 'Times New Roman'
36.9707 	EXP 	delay_text: italic = False
36.9707 	EXP 	immediate_text: font = 'Times New Roman'
36.9707 	EXP 	immediate_text: italic = False
36.9707 	EXP 	delay_text: font = 'Times New Roman'
36.9707 	EXP 	delay_text: italic = False
36.9707 	EXP 	immediate_text: autoDraw = True
36.9707 	EXP 	delay_text: autoDraw = True
36.9707 	EXP 	which_text: autoDraw = True
36.9707 	EXP 	or_text: autoDraw = True
36.9707 	EXP 	delay_text: height = 0.05
36.9707 	EXP 	delay_text: height = 0.05
36.9707 	EXP 	delay_text: height = 0.05
36.9707 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
37.2289 	DATA 	Keypress: 1
37.2335 	EXP 	immediate_text: autoDraw = False
37.2335 	EXP 	delay_text: autoDraw = False
37.2335 	EXP 	which_text: autoDraw = False
37.2335 	EXP 	or_text: autoDraw = False
37.2335 	EXP 	immediate_text: font = 'Times New Roman'
37.2335 	EXP 	immediate_text: italic = True
37.2335 	EXP 	delay_text: font = 'Times New Roman'
37.2335 	EXP 	delay_text: italic = False
37.2335 	EXP 	immediate_text: height = 0.05
37.2335 	EXP 	immediate_text: height = 0.05
37.2335 	EXP 	immediate_text: height = 0.05
37.2335 	EXP 	immediate_text: text = '$12.0 now\n(1)'
37.2335 	EXP 	delay_text: height = 0.05
37.2335 	EXP 	delay_text: height = 0.05
37.2335 	EXP 	delay_text: height = 0.05
37.2335 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
38.2343 	EXP 	New trial (rep=5, index=0): None
38.2501 	EXP 	immediate_text: font = 'Times New Roman'
38.2501 	EXP 	immediate_text: italic = False
38.2501 	EXP 	delay_text: font = 'Times New Roman'
38.2501 	EXP 	delay_text: italic = False
38.2501 	EXP 	immediate_text: font = 'Times New Roman'
38.2501 	EXP 	immediate_text: italic = False
38.2501 	EXP 	delay_text: font = 'Times New Roman'
38.2501 	EXP 	delay_text: italic = False
38.2501 	EXP 	immediate_text: autoDraw = True
38.2501 	EXP 	delay_text: autoDraw = True
38.2501 	EXP 	which_text: autoDraw = True
38.2501 	EXP 	or_text: autoDraw = True
38.2501 	EXP 	delay_text: height = 0.05
38.2501 	EXP 	delay_text: height = 0.05
38.2501 	EXP 	delay_text: height = 0.05
38.2501 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
38.5984 	DATA 	Keypress: 1
38.6025 	EXP 	immediate_text: autoDraw = False
38.6025 	EXP 	delay_text: autoDraw = False
38.6025 	EXP 	which_text: autoDraw = False
38.6025 	EXP 	or_text: autoDraw = False
38.6025 	EXP 	immediate_text: font = 'Times New Roman'
38.6025 	EXP 	immediate_text: italic = True
38.6025 	EXP 	delay_text: font = 'Times New Roman'
38.6025 	EXP 	delay_text: italic = False
38.6025 	EXP 	immediate_text: height = 0.05
38.6025 	EXP 	immediate_text: height = 0.05
38.6025 	EXP 	immediate_text: height = 0.05
38.6025 	EXP 	immediate_text: text = '$6.0 now\n(1)'
38.6025 	EXP 	delay_text: height = 0.05
38.6025 	EXP 	delay_text: height = 0.05
38.6025 	EXP 	delay_text: height = 0.05
38.6025 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
39.6035 	EXP 	New trial (rep=6, index=0): None
39.6187 	EXP 	immediate_text: font = 'Times New Roman'
39.6187 	EXP 	immediate_text: italic = False
39.6187 	EXP 	delay_text: font = 'Times New Roman'
39.6187 	EXP 	delay_text: italic = False
39.6187 	EXP 	immediate_text: font = 'Times New Roman'
39.6187 	EXP 	immediate_text: italic = False
39.6187 	EXP 	delay_text: font = 'Times New Roman'
39.6187 	EXP 	delay_text: italic = False
39.6187 	EXP 	immediate_text: autoDraw = True
39.6187 	EXP 	delay_text: autoDraw = True
39.6187 	EXP 	which_text: autoDraw = True
39.6187 	EXP 	or_text: autoDraw = True
39.6187 	EXP 	delay_text: height = 0.05
39.6187 	EXP 	delay_text: height = 0.05
39.6187 	EXP 	delay_text: height = 0.05
39.6187 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
39.9129 	DATA 	Keypress: 1
39.9171 	EXP 	immediate_text: autoDraw = False
39.9171 	EXP 	delay_text: autoDraw = False
39.9171 	EXP 	which_text: autoDraw = False
39.9171 	EXP 	or_text: autoDraw = False
39.9171 	EXP 	immediate_text: font = 'Times New Roman'
39.9171 	EXP 	immediate_text: italic = True
39.9171 	EXP 	delay_text: font = 'Times New Roman'
39.9171 	EXP 	delay_text: italic = False
39.9171 	EXP 	immediate_text: height = 0.05
39.9171 	EXP 	immediate_text: height = 0.05
39.9171 	EXP 	immediate_text: height = 0.05
39.9171 	EXP 	immediate_text: text = '$3.0 now\n(1)'
39.9171 	EXP 	delay_text: height = 0.05
39.9171 	EXP 	delay_text: height = 0.05
39.9171 	EXP 	delay_text: height = 0.05
39.9171 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
40.1506 	DATA 	Keypress: 1
40.9180 	EXP 	New trial (rep=7, index=0): None
40.9334 	EXP 	immediate_text: font = 'Times New Roman'
40.9334 	EXP 	immediate_text: italic = False
40.9334 	EXP 	delay_text: font = 'Times New Roman'
40.9334 	EXP 	delay_text: italic = False
40.9334 	EXP 	immediate_text: font = 'Times New Roman'
40.9334 	EXP 	immediate_text: italic = False
40.9334 	EXP 	delay_text: font = 'Times New Roman'
40.9334 	EXP 	delay_text: italic = False
40.9334 	EXP 	immediate_text: autoDraw = True
40.9334 	EXP 	delay_text: autoDraw = True
40.9334 	EXP 	which_text: autoDraw = True
40.9334 	EXP 	or_text: autoDraw = True
40.9334 	EXP 	delay_text: height = 0.05
40.9334 	EXP 	delay_text: height = 0.05
40.9334 	EXP 	delay_text: height = 0.05
40.9334 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
41.1904 	DATA 	Keypress: 1
41.2098 	EXP 	immediate_text: autoDraw = False
41.2098 	EXP 	delay_text: autoDraw = False
41.2098 	EXP 	which_text: autoDraw = False
41.2098 	EXP 	or_text: autoDraw = False
41.2098 	EXP 	immediate_text: font = 'Times New Roman'
41.2098 	EXP 	immediate_text: italic = True
41.2098 	EXP 	delay_text: font = 'Times New Roman'
41.2098 	EXP 	delay_text: italic = False
41.2098 	EXP 	immediate_text: height = 0.05
41.2098 	EXP 	immediate_text: height = 0.05
41.2098 	EXP 	immediate_text: height = 0.05
41.2098 	EXP 	immediate_text: text = '$1.0 now\n(1)'
41.2098 	EXP 	delay_text: height = 0.05
41.2098 	EXP 	delay_text: height = 0.05
41.2098 	EXP 	delay_text: height = 0.05
41.2098 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
42.2108 	EXP 	New trial (rep=8, index=0): None
42.2258 	EXP 	immediate_text: font = 'Times New Roman'
42.2258 	EXP 	immediate_text: italic = False
42.2258 	EXP 	delay_text: font = 'Times New Roman'
42.2258 	EXP 	delay_text: italic = False
42.2258 	EXP 	immediate_text: font = 'Times New Roman'
42.2258 	EXP 	immediate_text: italic = False
42.2258 	EXP 	delay_text: font = 'Times New Roman'
42.2258 	EXP 	delay_text: italic = False
42.2258 	EXP 	immediate_text: autoDraw = True
42.2258 	EXP 	delay_text: autoDraw = True
42.2258 	EXP 	which_text: autoDraw = True
42.2258 	EXP 	or_text: autoDraw = True
42.2258 	EXP 	delay_text: height = 0.05
42.2258 	EXP 	delay_text: height = 0.05
42.2258 	EXP 	delay_text: height = 0.05
42.2258 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
42.5204 	DATA 	Keypress: 1
42.5250 	EXP 	immediate_text: autoDraw = False
42.5250 	EXP 	delay_text: autoDraw = False
42.5250 	EXP 	which_text: autoDraw = False
42.5250 	EXP 	or_text: autoDraw = False
42.5250 	EXP 	immediate_text: font = 'Times New Roman'
42.5250 	EXP 	immediate_text: italic = True
42.5250 	EXP 	delay_text: font = 'Times New Roman'
42.5250 	EXP 	delay_text: italic = False
42.5250 	EXP 	immediate_text: height = 0.05
42.5250 	EXP 	immediate_text: height = 0.05
42.5250 	EXP 	immediate_text: height = 0.05
42.5250 	EXP 	immediate_text: text = '$0.0 now\n(1)'
42.5250 	EXP 	delay_text: height = 0.05
42.5250 	EXP 	delay_text: height = 0.05
42.5250 	EXP 	delay_text: height = 0.05
42.5250 	EXP 	delay_text: text = '$1000 in\n1 year\n(3)'
43.5269 	EXP 	window1: mouseVisible = True
43.5418 	EXP 	Created block_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='block_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.2)
43.5491 	EXP 	immediate_text: font = 'Times New Roman'
43.5491 	EXP 	immediate_text: italic = False
43.5491 	EXP 	delay_text: font = 'Times New Roman'
43.5491 	EXP 	delay_text: italic = False
49.1649 	DATA 	Keypress: b
49.1710 	DATA 	Keypress: space
49.1750 	EXP 	Created sequence: random, trialTypes=1, nReps=9, seed=None
49.1754 	EXP 	New trial (rep=0, index=0): None
49.2429 	EXP 	immediate_text: font = 'Times New Roman'
49.2429 	EXP 	immediate_text: italic = False
49.2429 	EXP 	delay_text: font = 'Times New Roman'
49.2429 	EXP 	delay_text: italic = False
49.2429 	EXP 	immediate_text: autoDraw = True
49.2429 	EXP 	delay_text: autoDraw = True
49.2429 	EXP 	which_text: autoDraw = True
49.2429 	EXP 	or_text: autoDraw = True
53.1641 	DATA 	Keypress: 1
53.1696 	EXP 	immediate_text: autoDraw = False
53.1696 	EXP 	delay_text: autoDraw = False
53.1696 	EXP 	which_text: autoDraw = False
53.1696 	EXP 	or_text: autoDraw = False
53.1696 	EXP 	immediate_text: font = 'Times New Roman'
53.1696 	EXP 	immediate_text: italic = True
53.1696 	EXP 	delay_text: font = 'Times New Roman'
53.1696 	EXP 	delay_text: italic = False
53.1696 	EXP 	immediate_text: height = 0.05
53.1696 	EXP 	immediate_text: height = 0.05
53.1696 	EXP 	immediate_text: height = 0.05
53.1696 	EXP 	immediate_text: text = '$800 now\n(1)'
53.1696 	EXP 	delay_text: height = 0.05
53.1696 	EXP 	delay_text: height = 0.05
53.1696 	EXP 	delay_text: height = 0.05
53.1696 	EXP 	delay_text: text = '$1000 in\n5 years\n(3)'
54.1717 	EXP 	New trial (rep=1, index=0): None
54.1898 	EXP 	immediate_text: font = 'Times New Roman'
54.1898 	EXP 	immediate_text: italic = False
54.1898 	EXP 	delay_text: font = 'Times New Roman'
54.1898 	EXP 	delay_text: italic = False
54.1898 	EXP 	immediate_text: font = 'Times New Roman'
54.1898 	EXP 	immediate_text: italic = False
54.1898 	EXP 	delay_text: font = 'Times New Roman'
54.1898 	EXP 	delay_text: italic = False
54.1898 	EXP 	immediate_text: autoDraw = True
54.1898 	EXP 	delay_text: autoDraw = True
54.1898 	EXP 	which_text: autoDraw = True
54.1898 	EXP 	or_text: autoDraw = True
54.1898 	EXP 	delay_text: height = 0.05
54.1898 	EXP 	delay_text: height = 0.05
54.1898 	EXP 	delay_text: height = 0.05
54.1898 	EXP 	delay_text: text = '$1000 in\n5 years\n(3)'
54.2817 	DATA 	Keypress: 1
54.2880 	EXP 	immediate_text: autoDraw = False
54.2880 	EXP 	delay_text: autoDraw = False
54.2880 	EXP 	which_text: autoDraw = False
54.2880 	EXP 	or_text: autoDraw = False
54.2880 	EXP 	immediate_text: font = 'Times New Roman'
54.2880 	EXP 	immediate_text: italic = True
54.2880 	EXP 	delay_text: font = 'Times New Roman'
54.2880 	EXP 	delay_text: italic = False
54.2880 	EXP 	immediate_text: height = 0.05
54.2880 	EXP 	immediate_text: height = 0.05
54.2880 	EXP 	immediate_text: height = 0.05
54.2880 	EXP 	immediate_text: text = '$400.0 now\n(1)'
54.2880 	EXP 	delay_text: height = 0.05
54.2880 	EXP 	delay_text: height = 0.05
54.2880 	EXP 	delay_text: height = 0.05
54.2880 	EXP 	delay_text: text = '$1000 in\n5 years\n(3)'
55.2890 	EXP 	New trial (rep=2, index=0): None
55.3044 	EXP 	immediate_text: font = 'Times New Roman'
55.3044 	EXP 	immediate_text: italic = False
55.3044 	EXP 	delay_text: font = 'Times New Roman'
55.3044 	EXP 	delay_text: italic = False
55.3044 	EXP 	immediate_text: font = 'Times New Roman'
55.3044 	EXP 	immediate_text: italic = False
55.3044 	EXP 	delay_text: font = 'Times New Roman'
55.3044 	EXP 	delay_text: italic = False
55.3044 	EXP 	immediate_text: autoDraw = True
55.3044 	EXP 	delay_text: autoDraw = True
55.3044 	EXP 	which_text: autoDraw = True
55.3044 	EXP 	or_text: autoDraw = True
55.3044 	EXP 	delay_text: height = 0.05
55.3044 	EXP 	delay_text: height = 0.05
55.3044 	EXP 	delay_text: height = 0.05
55.3044 	EXP 	delay_text: text = '$1000 in\n5 years\n(3)'
55.6502 	DATA 	Keypress: 1
55.6554 	EXP 	immediate_text: autoDraw = False
55.6554 	EXP 	delay_text: autoDraw = False
55.6554 	EXP 	which_text: autoDraw = False
55.6554 	EXP 	or_text: autoDraw = False
55.6554 	EXP 	immediate_text: font = 'Times New Roman'
55.6554 	EXP 	immediate_text: italic = True
55.6554 	EXP 	delay_text: font = 'Times New Roman'
55.6554 	EXP 	delay_text: italic = False
55.6554 	EXP 	immediate_text: height = 0.05
55.6554 	EXP 	immediate_text: height = 0.05
55.6554 	EXP 	immediate_text: height = 0.05
55.6554 	EXP 	immediate_text: text = '$200.0 now\n(1)'
55.6554 	EXP 	delay_text: height = 0.05
55.6554 	EXP 	delay_text: height = 0.05
55.6554 	EXP 	delay_text: height = 0.05
55.6554 	EXP 	delay_text: text = '$1000 in\n5 years\n(3)'
